1211660,2019-09-27,15:07:43.562238,16:50:31.584069
1214316,2019-09-27,15:07:57.546559,16:34:24.666499
11003255,2019-09-27,15:08:00.250757,16:29:07.871812
11001891,2019-09-27,15:08:02.139523,16:34:55.762730
1211612,2019-09-27,15:08:06.619478,16:35:09.292583
11008121,2019-09-27,15:08:11.176907,15:55:00.683901
1211452,2019-09-27,15:08:15.017343,16:41:59.311572
4112126,2019-09-27,15:08:17.269140,16:34:44.706557
11001678,2019-09-27,15:08:24.461554,16:34:48.094772
14001180,2019-09-27,15:08:27.681411,16:46:09.200689
11009054,2019-09-27,15:08:30.553495,16:35:20.890703
4113419,2019-09-27,15:08:41.613904,16:35:25.982827
14000929,2019-09-27,15:08:45.279790,16:44:24.749934
1214402,2019-09-27,15:08:59.694167,16:43:25.658857
1214025,2019-09-27,15:09:03.574343,15:56:47.156440
11001685,2019-09-27,15:09:08.778457,16:37:11.895014
11000898,2019-09-27,15:09:27.568940,16:48:22.813082
1211100,2019-09-27,15:10:24.762447,16:38:08.695148
1214026,2019-09-27,15:10:29.512544,16:43:19.290938
901926,2019-09-27,15:10:32.650576,15:32:36.019369
11005897,2019-09-27,15:11:07.895509,15:37:47.011974
11000528,2019-09-27,15:12:02.290886,16:36:06.784797
11002329,2019-09-27,15:12:05.081430,16:27:16.970713
11001667,2019-09-27,15:12:15.968059,16:27:28.821766
7000878,2019-09-27,15:12:21.762166,16:45:42.674877
1214467,2019-09-27,15:12:26.103364,
11001730,2019-09-27,15:12:29.821758,16:47:01.011981
11001690,2019-09-27,15:12:33.045815,16:27:24.801788
11000864,2019-09-27,15:12:40.833858,16:43:30.410704
11001771,2019-09-27,15:12:42.910128,
11001883,2019-09-27,15:12:49.442372,16:28:37.799790
1212241,2019-09-27,15:12:54.969153,16:47:06.546031
1210393,2019-09-27,15:13:13.565191,
11001621,2019-09-27,15:13:20.105126,16:46:28.716452
11012070,2019-09-27,15:13:47.585813,16:53:46.935076
1212104,2019-09-27,15:14:09.172138,16:44:21.048006
4112395,2019-09-27,15:14:12.914425,18:08:18.377480
1210644,2019-09-27,15:18:01.452381,16:58:30.028286
1212927,2019-09-27,15:18:39.187398,16:38:07.239160
1214571,2019-09-27,15:20:21.832170,15:20:24.042179
4111175,2019-09-27,15:21:55.080746,
1209528,2019-09-27,15:22:08.354844,
4114713,2019-09-27,15:22:37.277782,
11001889,2019-09-27,15:52:05.790515,16:58:12.340261
11001690,2019-09-27,16:27:33.833755,16:43:41.625023
11001883,2019-09-27,16:28:49.249807,16:29:50.423875
1214571,2019-09-27,16:30:55.054039,16:31:01.492004
11000675,2019-09-27,16:34:09.447656,16:34:16.448481
11002043,2019-09-27,16:35:02.028665,16:35:15.432844
11000431,2019-09-27,16:36:13.656795,16:36:19.518792
606387,2019-09-27,23:08:54.009134,
436329131,2019-09-29,00:56:29.004265,
22836,2019-09-29,11:10:28.439087,
00689,2019-09-29,18:39:54.286355,
67055,2019-09-30,06:28:06.820625,06:44:42.795528
67055,2019-09-30,06:45:50.461499,08:30:02.267437
12939,2019-09-30,09:57:43.276520,
3539275,2019-09-30,12:01:44.974695,
09220441,2019-09-30,12:36:07.676229,
1211281,2019-10-01,14:14:40.957084,14:52:56.881365
926163,2019-10-01,14:59:08.575995,15:50:23.700298
1211641,2019-10-01,15:15:40.600285,16:23:52.936082
1211281,2019-10-02,12:51:15.383486,
38739,2019-10-03,09:35:08.920122,
1211281,2019-10-03,12:12:18.160999,13:17:29.692592
63524,2019-10-03,15:00:54.394451,
11006143,2019-10-03,15:01:06.332382,17:15:05.829794
11001770,2019-10-03,15:01:29.362669,17:07:36.935704
11009227,2019-10-03,15:01:47.770306,16:40:17.085412
11003255,2019-10-03,15:01:49.634322,16:44:00.435098
14001180,2019-10-03,15:01:51.810090,16:54:42.796252
2001511,2019-10-03,15:01:56.830138,17:07:59.195745
4112395,2019-10-03,15:01:58.504256,17:12:07.219505
1212169,2019-10-03,15:02:11.056132,17:12:47.811524
11000873,2019-10-03,15:02:57.358050,15:47:11.983706
1212220,2019-10-03,15:03:01.207855,17:11:25.835491
926163,2019-10-03,15:03:08.451982,16:50:25.466512
907409,2019-10-03,15:03:18.185893,
953276,2019-10-03,15:03:24.855859,17:12:00.263531
1208144,2019-10-03,15:03:45.157656,17:11:11.437615
931844,2019-10-03,15:03:47.790217,17:14:41.325468
2001198,2019-10-03,15:03:57.157611,17:02:53.929953
2008415,2019-10-03,15:04:06.025547,16:58:40.989932
1212009,2019-10-03,15:04:10.493841,17:09:35.505629
11002184,2019-10-03,15:04:18.469618,
11000420,2019-10-03,15:04:35.063447,15:42:12.847376
11006287,2019-10-03,15:04:42.207649,
1211565,2019-10-03,15:04:44.869406,
11001889,2019-10-03,15:04:47.177905,17:07:57.291689
11000898,2019-10-03,15:04:51.383502,17:06:06.499793
11000675,2019-10-03,15:05:08.245326,17:15:08.149318
2003624,2019-10-03,15:05:22.673420,
11001124,2019-10-03,15:05:24.469429,15:10:34.582873
1210246,2019-10-03,15:05:32.635705,17:12:25.559480
2007624,2019-10-03,15:05:35.129455,16:35:16.023852
14000115,2019-10-03,15:05:37.513375,17:12:36.533496
1211635,2019-10-03,15:05:42.835360,16:26:09.938282
907780,2019-10-03,15:05:47.861389,17:01:38.455981
2007453,2019-10-03,15:05:50.167688,17:11:15.187530
2003646,2019-10-03,15:05:54.757315,17:08:14.687692
11008518,2019-10-03,15:05:57.493452,17:10:33.921610
1211823,2019-10-03,15:06:17.861202,16:57:35.601887
0462379422,2019-10-03,15:06:19.961273,16:57:34.049889
905051,2019-10-03,15:06:35.569175,17:12:56.931637
931790,2019-10-03,15:09:22.964755,16:55:20.302275
1211312,2019-10-03,15:09:29.128611,
4111175,2019-10-03,15:09:53.284494,16:04:10.516241
11000348,2019-10-03,15:10:10.686614,17:08:17.259667
14000929,2019-10-03,15:10:20.532568,17:07:38.273703
1212104,2019-10-03,15:10:23.114553,17:07:35.085738
11001970,2019-10-03,15:10:32.598541,17:04:06.086274
1214467,2019-10-03,15:10:37.922386,16:50:18.678593
1214026,2019-10-03,15:10:49.202463,17:09:31.519113
11001329,2019-10-03,15:11:03.022327,17:07:40.311700
4114713,2019-10-03,15:11:10.738293,16:55:15.888104
4111492,2019-10-03,15:11:13.488282,16:52:26.404350
4111053,2019-10-03,15:11:15.986352,16:52:28.682397
11001703,2019-10-03,15:11:19.898350,17:01:27.179908
1212241,2019-10-03,15:11:26.360308,17:01:56.468245
11000528,2019-10-03,15:12:21.822231,15:13:31.111870
11002329,2019-10-03,15:12:27.190543,15:13:33.769839
11001730,2019-10-03,15:12:30.806388,17:06:51.949741
11005086,2019-10-03,15:12:43.584112,16:52:37.224313
11001667,2019-10-03,15:13:44.585710,16:59:54.060220
11001883,2019-10-03,15:13:51.335822,16:44:46.237086
11001621,2019-10-03,15:13:56.253871,16:55:36.692137
2008135,2019-10-03,15:14:04.623810,16:55:23.816108
11000864,2019-10-03,15:14:09.325641,16:43:09.669194
4111100,2019-10-03,15:14:12.825874,17:05:48.747802
1211452,2019-10-03,15:14:22.387801,17:02:56.909921
11001771,2019-10-03,15:14:39.141596,17:04:09.587883
11001136,2019-10-03,15:15:04.182121,15:59:20.909842
11001690,2019-10-03,15:16:50.155918,15:17:13.848585
931616,2019-10-03,15:16:53.458031,17:09:12.965640
1100402,2019-10-03,15:17:08.964642,15:17:09.254161
11001690,2019-10-03,15:17:19.322433,17:08:00.395720
4112223,2019-10-03,15:17:24.176753,
11000431,2019-10-03,15:17:44.591134,15:17:51.923059
7000878,2019-10-03,15:17:48.910309,17:06:10.775786
11000431,2019-10-03,15:17:54.459173,17:04:50.557820
11008402,2019-10-03,15:18:22.747688,
1211641,2019-10-03,15:36:31.622795,16:45:03.281115
1100136,2019-10-03,15:59:21.073836,
11001136,2019-10-03,15:59:26.023754,15:59:33.608026
11007072,2019-10-03,15:59:41.553636,17:08:02.698113
4114192,2019-10-03,17:01:20.761933,17:01:30.381964
0462379422,2019-10-03,17:05:53.949886,
1211823,2019-10-03,17:05:55.725866,
11001999,2019-10-03,17:07:09.145837,17:07:13.673942
109225185,2019-10-03,17:08:43.089541,
1211281,2019-10-04,14:40:52.628507,
63524,2019-10-04,14:59:26.987203,17:07:39.457963
2001511,2019-10-04,14:59:30.612761,17:07:06.521902
4114192,2019-10-04,14:59:39.330642,16:41:03.343159
1214316,2019-10-04,14:59:48.086590,16:49:13.129850
926163,2019-10-04,15:00:32.821932,16:23:08.997633
1212169,2019-10-04,15:00:48.279709,17:02:04.702727
14001180,2019-10-04,15:00:52.571617,17:06:55.261864
11001770,2019-10-04,15:01:01.922040,17:01:54.320640
11006143,2019-10-04,15:01:14.995484,17:07:29.505914
11009227,2019-10-04,15:01:41.341282,16:05:49.994013
11003255,2019-10-04,15:01:52.130996,16:41:34.671049
1211641,2019-10-04,15:02:29.726537,18:27:49.373185
0462379422,2019-10-04,15:02:37.900247,17:07:11.560012
1211823,2019-10-04,15:02:39.722260,17:07:14.067911
1212220,2019-10-04,15:02:43.106206,17:05:53.801740
11001624,2019-10-04,15:02:46.916487,16:41:09.509209
11000873,2019-10-04,15:02:50.002567,16:34:00.156717
11001690,2019-10-04,15:02:51.986216,16:34:05.030732
2002047,2019-10-04,15:02:56.726013,
4111053,2019-10-04,15:02:58.610136,16:43:30.664669
1214467,2019-10-04,15:03:00.752095,17:06:02.861665
11007072,2019-10-04,15:03:02.976102,17:01:50.548633
931790,2019-10-04,15:03:04.750095,17:07:37.332203
4116254,2019-10-04,15:03:08.787994,16:34:08.968606
11001970,2019-10-04,15:03:10.448067,16:36:26.384050
109225185,2019-10-04,15:03:15.079979,
11001246,2019-10-04,15:03:24.121858,16:47:52.950026
4112395,2019-10-04,15:03:34.507589,18:27:39.347171
1212178,2019-10-04,15:03:41.529722,16:35:41.124251
4111100,2019-10-04,15:03:46.039759,16:14:39.391748
1211452,2019-10-04,15:03:52.321585,16:10:05.061860
11002284,2019-10-04,15:03:53.787560,16:34:11.294605
4111175,2019-10-04,15:03:58.557469,17:04:13.369470
14000929,2019-10-04,15:04:02.237476,17:01:15.588418
11000528,2019-10-04,15:04:05.205230,16:39:54.853289
4112276,2019-10-04,15:04:07.915425,16:39:05.809517
953276,2019-10-04,15:04:12.155349,18:27:23.137299
901926,2019-10-04,15:04:14.319137,16:56:35.416257
1212009,2019-10-04,15:04:16.531522,17:05:47.699671
11001621,2019-10-04,15:04:25.139136,16:36:01.444228
11000641,2019-10-04,15:04:27.335178,17:04:05.807241
4113419,2019-10-04,15:04:30.749157,16:39:59.441311
1210307,2019-10-04,15:04:37.629158,17:06:52.249840
2003624,2019-10-04,15:05:23.214624,18:27:37.713172
11000675,2019-10-04,15:05:32.430451,17:07:26.327889
11006287,2019-10-04,15:06:00.475972,17:07:33.507949
4115843,2019-10-04,15:06:03.232114,15:56:27.017272
1208144,2019-10-04,15:06:17.539844,18:26:07.879397
11002184,2019-10-04,15:06:30.639876,17:02:42.848979
2007624,2019-10-04,15:06:41.279841,17:05:40.097703
2007453,2019-10-04,15:06:42.551804,16:39:10.679459
907780,2019-10-04,15:06:53.927722,16:38:57.597466
11001124,2019-10-04,15:07:01.483513,16:35:26.294303
11000932,2019-10-04,15:07:03.891553,
931781,2019-10-04,15:07:05.577489,16:39:18.569467
1211312,2019-10-04,15:07:13.457283,17:48:51.027799
11012070,2019-10-04,15:07:29.503366,17:05:12.041493
11001889,2019-10-04,15:07:31.591210,17:02:47.418909
11000898,2019-10-04,15:07:36.783234,17:30:22.546994
1210365,2019-10-04,15:07:39.229297,16:35:07.214451
11001667,2019-10-04,15:08:33.958613,15:54:57.762156
1211612,2019-10-04,15:08:45.840530,
11008121,2019-10-04,15:08:53.930445,16:37:49.669754
11001685,2019-10-04,15:09:07.502302,16:52:16.831489
1211100,2019-10-04,15:09:32.308081,16:52:25.681436
931616,2019-10-04,15:09:46.006006,17:03:23.592998
1210246,2019-10-04,15:11:36.830107,18:27:45.543160
14000115,2019-10-04,15:11:51.775727,18:27:29.069298
1211660,2019-10-04,15:12:00.000498,16:52:49.633415
11000348,2019-10-04,15:12:07.715392,16:38:31.795550
11009054,2019-10-04,15:12:13.185906,16:52:35.059431
905051,2019-10-04,15:12:19.924586,17:04:00.167182
1214026,2019-10-04,15:12:37.152141,17:06:12.093746
1214402,2019-10-04,15:12:39.890473,17:06:03.971703
1212927,2019-10-04,15:12:42.250668,16:52:30.607432
11001730,2019-10-04,15:13:22.588660,17:07:41.228104
2003646,2019-10-04,15:13:43.538152,15:52:18.762673
4111492,2019-10-04,15:15:30.806797,16:33:02.916998
1214632,2019-10-04,15:15:32.924456,16:23:56.387117
1214110,2019-10-04,15:15:52.683965,16:34:02.984718
11008402,2019-10-04,15:16:07.919378,15:53:27.617566
11001771,2019-10-04,15:16:31.262971,16:00:25.915467
1210393,2019-10-04,15:17:06.500677,16:05:32.994219
11005897,2019-10-04,15:17:15.733181,16:47:27.562117
4114713,2019-10-04,15:17:22.875937,16:36:38.765966
11001883,2019-10-04,15:20:46.197674,16:55:00.897220
7000878,2019-10-04,15:21:55.306401,16:52:54.215506
2004201,2019-10-04,15:22:18.915260,16:36:44.834009
8070473,2019-10-04,15:23:45.162067,
1211635,2019-10-04,15:28:46.761806,16:56:39.734310
1212104,2019-10-04,15:34:05.621446,16:55:05.675381
1209528,2019-10-04,15:42:32.107609,17:41:02.832045
3323538,2019-10-04,16:45:16.202440,
01632194,2019-10-05,04:10:04.113956,04:10:52.347894
03327306,2019-10-05,04:11:43.117850,
02135458,2019-10-05,15:06:32.345168,
6982676,2019-10-05,17:36:35.831076,
37204,2019-10-05,20:03:54.339742,
27925,2019-10-05,22:44:06.405540,
28287503,2019-10-06,02:06:20.058489,
275155,2019-10-07,02:31:37.798069,
646789,2019-10-07,11:58:09.429765,
926163,2019-10-07,14:52:47.903449,16:37:55.508710
11001770,2019-10-07,15:01:01.981935,16:58:45.674507
1212169,2019-10-07,15:01:21.847448,17:07:26.648911
14002684,2019-10-07,15:01:40.956799,17:22:43.238345
14002497,2019-10-07,15:01:49.532569,16:25:47.888465
11003255,2019-10-07,15:01:57.568496,16:41:01.048588
2001511,2019-10-07,15:02:15.808007,16:51:54.094867
63524,2019-10-07,15:02:43.323424,17:19:52.701160
1212220,2019-10-07,15:02:51.199566,17:03:58.758427
907409,2019-10-07,15:03:05.408794,17:03:48.630399
2007624,2019-10-07,15:03:07.582735,16:36:08.964618
14001180,2019-10-07,15:03:11.442720,16:44:11.497817
109225185,2019-10-07,15:03:13.648765,15:09:55.641972
11000641,2019-10-07,15:03:19.690508,15:30:37.185957
1212009,2019-10-07,15:03:23.614267,17:03:51.368696
11001685,2019-10-07,15:03:26.040443,15:44:26.692402
1212241,2019-10-07,15:03:30.714211,16:54:02.086683
4112276,2019-10-07,15:03:36.031982,17:01:43.196460
2001198,2019-10-07,15:03:38.310164,16:58:28.200549
11001690,2019-10-07,15:03:39.486088,17:04:55.780406
11001246,2019-10-07,15:03:44.369801,15:34:32.652568
11001970,2019-10-07,15:03:45.639959,16:24:19.638525
11000675,2019-10-07,15:03:51.905800,17:13:05.216421
11000348,2019-10-07,15:03:55.233696,17:09:28.776415
4115843,2019-10-07,15:03:57.182152,17:10:49.414762
4116254,2019-10-07,15:03:59.346017,16:36:44.048484
2003646,2019-10-07,15:04:03.739838,16:35:29.666434
4111175,2019-10-07,15:04:06.799510,17:13:48.858431
1214026,2019-10-07,15:04:09.109427,16:38:08.340845
931790,2019-10-07,15:04:13.379455,17:11:36.558442
931844,2019-10-07,15:04:18.059332,17:35:23.458620
11008402,2019-10-07,15:04:20.133067,17:05:46.256477
1211612,2019-10-07,15:04:21.609159,15:25:13.714701
11008121,2019-10-07,15:04:24.635499,15:25:10.467139
4114192,2019-10-07,15:04:29.025090,
1214316,2019-10-07,15:04:31.005068,15:24:48.526672
953276,2019-10-07,15:04:45.207179,17:31:06.465196
11001764,2019-10-07,15:04:51.744600,15:25:09.474673
11001999,2019-10-07,15:04:52.212418,16:26:04.388412
4111318,2019-10-07,15:04:56.776346,
4111100,2019-10-07,15:05:06.366296,16:53:35.752826
1208144,2019-10-07,15:05:12.246677,17:10:40.976420
2008415,2019-10-07,15:05:15.208513,16:58:22.398500
1211565,2019-10-07,15:05:19.932099,17:14:04.584447
11000420,2019-10-07,15:05:22.126388,15:26:21.516566
11002184,2019-10-07,15:05:23.024045,16:58:25.918518
2003624,2019-10-07,15:05:25.261969,17:22:00.900408
1214467,2019-10-07,15:05:28.791896,17:13:47.402456
1211312,2019-10-07,15:05:31.475918,17:33:31.486948
901926,2019-10-07,15:05:59.197321,17:03:42.102398
1211635,2019-10-07,15:06:06.351293,17:03:46.440395
14000115,2019-10-07,15:06:09.859439,17:23:17.288033
4112395,2019-10-07,15:06:11.763010,16:54:40.735039
1826389878240401,2019-10-07,15:06:21.736936,17:14:14.036317
1210246,2019-10-07,15:06:31.528944,16:07:31.296568
907780,2019-10-07,15:06:43.518580,17:02:41.046425
2007453,2019-10-07,15:06:59.004443,17:02:49.814449
11001730,2019-10-07,15:08:06.257735,16:49:03.775086
1211660,2019-10-07,15:08:21.843213,15:29:13.040137
1212927,2019-10-07,15:09:08.419625,15:25:07.364707
905051,2019-10-07,15:09:25.962673,17:04:05.670410
1211100,2019-10-07,15:09:29.837005,15:25:17.478740
11009054,2019-10-07,15:09:32.286367,15:29:30.733911
11001621,2019-10-07,15:09:37.794452,16:09:04.337753
109225185,2019-10-07,15:09:58.741952,17:09:32.920416
11006287,2019-10-07,15:10:44.343756,17:14:27.904439
11005086,2019-10-07,15:12:26.982539,15:25:54.764778
11001703,2019-10-07,15:13:05.362109,16:58:30.470520
1211452,2019-10-07,15:24:56.014730,16:02:25.079991
7000878,2019-10-07,15:24:58.508766,
11001883,2019-10-07,15:25:15.034728,16:33:44.326433
1214402,2019-10-07,15:25:19.338925,16:37:58.808950
4114713,2019-10-07,15:25:23.757468,16:24:06.466499
1214632,2019-10-07,15:25:28.028841,16:10:09.539112
4111492,2019-10-07,15:25:32.208614,16:37:19.678954
305365280,2019-10-07,15:25:34.626867,16:59:10.634475
2004201,2019-10-07,15:25:38.226461,17:01:34.596451
1214110,2019-10-07,15:25:42.958917,
11000864,2019-10-07,15:26:05.838629,16:52:37.631220
11000898,2019-10-07,15:26:41.092513,16:17:00.459479
11009511,2019-10-07,15:28:57.798132,16:57:36.568523
1211660,2019-10-07,15:29:22.860091,15:29:24.884052
11001771,2019-10-07,15:29:35.788119,16:48:57.347088
1214571,2019-10-07,15:30:11.863951,16:58:54.250740
1210644,2019-10-07,16:11:15.364818,17:15:05.772432
11001889,2019-10-07,16:27:21.085349,16:58:14.390899
931616,2019-10-07,16:46:36.949436,17:14:23.018438
11001690,2019-10-07,17:05:09.276381,17:07:09.454534
1826389878240401,2019-10-07,17:14:31.428283,17:14:35.678295
1211312,2019-10-07,17:35:29.388644,17:35:30.656595
4111100,2019-10-08,15:04:29.300503,16:38:08.153066
1209528,2019-10-08,15:04:37.516427,16:57:34.103020
4111053,2019-10-08,15:10:56.388937,16:17:32.077278
1214632,2019-10-08,15:11:35.846504,16:07:43.109475
4111492,2019-10-08,15:11:42.817398,16:12:58.445143
926163,2019-10-09,15:24:36.836661,17:00:57.041786
2004201,2019-10-09,15:24:48.551192,
1212169,2019-10-10,15:00:58.132861,17:01:43.787937
63524,2019-10-10,15:01:05.070796,17:15:13.434859
4114192,2019-10-10,15:01:11.226774,16:36:00.332377
14001180,2019-10-10,15:01:37.706828,16:48:44.917279
4116254,2019-10-10,15:01:42.240797,16:21:32.078905
1214316,2019-10-10,15:01:44.934632,16:22:53.608945
926163,2019-10-10,15:01:56.030741,16:35:02.353033
11001770,2019-10-10,15:01:57.694577,17:10:55.303608
11009227,2019-10-10,15:02:01.058740,15:07:19.536022
1211823,2019-10-10,15:02:02.670583,17:15:26.316814
0462379422,2019-10-10,15:02:06.332690,17:15:23.806833
2001511,2019-10-10,15:02:07.994758,16:52:05.546741
11001970,2019-10-10,15:02:13.086708,16:38:24.122012
4112395,2019-10-10,15:02:34.634649,16:23:33.258929
1212241,2019-10-10,15:02:38.344688,16:48:27.584995
11000873,2019-10-10,15:02:44.540599,15:33:13.118602
11003255,2019-10-10,15:02:48.026453,16:35:57.880395
1212009,2019-10-10,15:03:05.634437,16:28:50.454183
2003646,2019-10-10,15:03:07.824450,17:04:13.289113
11000675,2019-10-10,15:03:09.640516,17:10:48.983569
11006143,2019-10-10,15:03:10.588518,
907409,2019-10-10,15:03:14.562474,16:33:57.454709
1210246,2019-10-10,15:03:26.974362,16:46:08.157161
1214467,2019-10-10,15:03:32.070497,17:11:30.695578
953276,2019-10-10,15:03:33.644472,17:32:57.795286
4111100,2019-10-10,15:03:35.448528,17:02:42.009529
4114795,2019-10-10,15:03:38.828412,
931844,2019-10-10,15:03:40.766451,17:00:53.182229
14000929,2019-10-10,15:03:44.342580,17:08:22.486488
11001690,2019-10-10,15:03:45.895536,17:08:34.752067
11000528,2019-10-10,15:03:48.588470,16:29:09.152318
11002329,2019-10-10,15:03:49.230334,16:29:12.165911
11002043,2019-10-10,15:03:55.904442,
11001124,2019-10-10,15:04:04.462399,16:22:25.001151
2008135,2019-10-10,15:04:06.782292,17:04:29.035372
931790,2019-10-10,15:04:08.154437,17:18:30.436413
11009511,2019-10-10,15:04:10.566379,17:11:08.477533
11002284,2019-10-10,15:04:13.550804,17:08:25.678446
1211565,2019-10-10,15:04:17.826371,17:12:08.469305
11000348,2019-10-10,15:04:23.026398,16:22:28.088929
1210307,2019-10-10,15:04:32.516388,16:07:54.953559
1211635,2019-10-10,15:04:40.752370,16:28:35.420020
11000516,2019-10-10,15:04:48.373301,17:14:54.766862
14000115,2019-10-10,15:04:54.442377,17:27:31.599488
2002047,2019-10-10,15:05:03.026330,15:49:12.246232
1212220,2019-10-10,15:05:11.326313,16:07:12.111563
907780,2019-10-10,15:05:20.764289,16:31:02.249406
1210644,2019-10-10,15:05:27.992363,17:02:53.157531
11000898,2019-10-10,15:05:29.468302,17:05:46.316674
2007453,2019-10-10,15:05:34.796624,16:31:03.677408
11008402,2019-10-10,15:05:38.682280,
11001624,2019-10-10,15:05:41.224373,
1211641,2019-10-10,15:06:02.094188,16:34:26.519005
1211612,2019-10-10,15:06:22.896302,
11008121,2019-10-10,15:06:25.398215,16:22:09.920848
901926,2019-10-10,15:06:27.616170,16:28:04.954409
11007072,2019-10-10,15:06:45.932152,17:09:31.461870
2007624,2019-10-10,15:06:49.900161,16:44:33.889362
11001685,2019-10-10,15:06:53.324110,16:31:09.339354
1209528,2019-10-10,15:07:00.038064,17:40:14.995705
11001730,2019-10-10,15:07:03.364069,17:01:45.597850
11006287,2019-10-10,15:07:11.598065,17:12:00.183334
11001889,2019-10-10,15:07:22.682365,17:09:22.815957
1211660,2019-10-10,15:08:09.651983,15:08:12.553953
1211660,2019-10-10,15:08:14.377960,16:40:26.602148
1212927,2019-10-10,15:08:44.459896,16:30:54.529447
11005897,2019-10-10,15:08:46.638082,15:53:08.892398
931781,2019-10-10,15:08:48.439908,16:23:22.773037
1211452,2019-10-10,15:08:56.421963,17:02:48.763531
4112126,2019-10-10,15:08:57.815891,16:28:22.902236
11001678,2019-10-10,15:09:01.387879,16:28:13.400123
11001703,2019-10-10,15:09:02.485747,16:40:46.183675
11009054,2019-10-10,15:09:05.209885,16:07:16.263479
11001667,2019-10-10,15:09:23.119833,16:43:32.175395
1211100,2019-10-10,15:09:26.763841,16:40:33.725719
1214110,2019-10-10,15:09:27.889864,16:40:16.207764
11001883,2019-10-10,15:09:43.987973,16:40:58.741748
11001771,2019-10-10,15:09:47.119692,17:06:15.844488
4114713,2019-10-10,15:09:50.355801,17:06:43.660480
11000641,2019-10-10,15:09:54.389833,15:58:47.344656
1212104,2019-10-10,15:10:26.565746,17:04:16.799136
7000878,2019-10-10,15:10:52.505625,17:04:02.219135
2004201,2019-10-10,15:10:59.843785,17:36:59.057003
11000431,2019-10-10,15:11:54.353531,17:11:36.245395
1208144,2019-10-10,15:12:49.925657,17:10:24.843680
905051,2019-10-10,15:13:47.569545,
931616,2019-10-10,15:15:49.039608,17:18:21.944393
305365280,2019-10-10,15:22:34.903534,17:06:14.060587
14002684,2019-10-10,15:51:38.332568,17:07:09.898440
1212169,2019-10-10,17:03:04.447439,17:28:15.409371
90397,2019-10-11,13:06:37.480260,
98592,2019-10-11,13:17:38.691296,
926163,2019-10-11,15:01:11.194580,18:13:28.663441
11009227,2019-10-11,15:01:24.694761,16:41:32.612131
11006143,2019-10-11,15:01:27.040731,16:40:55.640090
11001770,2019-10-11,15:01:38.188660,17:01:23.741165
4114192,2019-10-11,15:01:54.594677,16:36:37.685619
4116254,2019-10-11,15:02:02.160870,16:42:49.348238
11003255,2019-10-11,15:02:04.602865,16:40:17.238026
11008402,2019-10-11,15:02:07.611040,
1212169,2019-10-11,15:02:13.960887,16:48:16.654675
1214316,2019-10-11,15:02:20.236935,16:36:28.849600
2001511,2019-10-11,15:02:40.183124,17:31:57.715469
11001764,2019-10-11,15:02:43.084939,16:34:58.711447
14001180,2019-10-11,15:02:45.610971,17:10:40.479096
11002184,2019-10-11,15:02:48.848889,17:00:51.493385
11001970,2019-10-11,15:02:58.310858,16:40:48.234052
2008415,2019-10-11,15:03:08.812991,17:00:56.773278
2003624,2019-10-11,15:03:11.255115,16:42:25.130190
1210246,2019-10-11,15:03:14.792943,20:07:43.817655
4112276,2019-10-11,15:03:17.789122,16:34:31.631371
109225185,2019-10-11,15:03:19.483056,16:33:20.575120
1208144,2019-10-11,15:03:23.627087,20:08:54.239586
